city,family,format,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
London,Competitive experiences,Darts,darts near me,darts near me,darts near me,,3600,MEDIUM,43,0.3051,0.2898,1.0524,2025-august:3600|2025-september:2900|2025-october:4400|2025-november:4400|2025-december:4400|2026-january:6600|2026-february:4400|2026-march:4400|2026-april:3600|2026-may:2900|2026-june:2400|2026-july:2400,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,20,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:20|2025-november:20|2025-december:20|2026-january:40|2026-february:20|2026-march:20|2026-april:10|2026-may:10|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,10,LOW,14,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,30,LOW,5,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:20|2025-december:30|2026-january:40|2026-february:50|2026-march:20|2026-april:40|2026-may:40|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,70,LOW,14,0.2325,0.0000,0.0000,2025-august:90|2025-september:70|2025-october:50|2025-november:70|2025-december:50|2026-january:90|2026-february:90|2026-march:70|2026-april:30|2026-may:40|2026-june:40|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,40,HIGH,100,2.6050,0.1881,1.6378,2025-august:40|2025-september:30|2025-october:40|2025-november:20|2025-december:40|2026-january:50|2026-february:70|2026-march:40|2026-april:50|2026-may:30|2026-june:90|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,10,LOW,14,0.0604,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,10,HIGH,86,10.5317,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:30|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,20,HIGH,99,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,10,MEDIUM,43,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,10,LOW,17,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,HIGH,86,1.0108,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Racket and team sport,Padel,padel near me,padel near me,padel near me,,140,LOW,22,0.3151,0.2427,0.5677,2025-august:110|2025-september:140|2025-october:110|2025-november:90|2025-december:70|2026-january:140|2026-february:140|2026-march:170|2026-april:170|2026-may:170|2026-june:140|2026-july:110,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,10,HIGH,84,0.4098,0.0000,0.0000,2025-august:10|2025-september:30|2025-october:10|2025-november:30|2025-december:20|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,30,LOW,10,0.4081,0.0000,0.0000,2025-august:30|2025-september:40|2025-october:10|2025-november:20|2025-december:10|2026-january:50|2026-february:30|2026-march:20|2026-april:30|2026-may:30|2026-june:10|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,210,LOW,22,0.2697,0.2352,0.5625,2025-august:260|2025-september:210|2025-october:260|2025-november:260|2025-december:210|2026-january:170|2026-february:210|2026-march:170|2026-april:260|2026-may:210|2026-june:260|2026-july:260,generic_query_inside_local_geo_target,2026-09-03
Cardiff,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,0.5472,0.1364,0.5932,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,HIGH,100,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Competitive experiences,Darts,darts near me,darts near me,darts near me,,70,LOW,15,0.0000,0.0000,0.0000,2025-august:70|2025-september:40|2025-october:50|2025-november:70|2025-december:70|2026-january:110|2026-february:90|2026-march:70|2026-april:90|2026-may:50|2026-june:40|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Belfast,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,10,LOW,5,0.0000,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:10|2025-november:20|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Belfast,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,10,LOW,6,0.0196,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Belfast,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,40,LOW,3,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:40|2025-november:30|2025-december:40|2026-january:30|2026-february:40|2026-march:40|2026-april:40|2026-may:30|2026-june:30|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Belfast,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,30,LOW,8,0.0400,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:30|2025-december:20|2026-january:30|2026-february:40|2026-march:30|2026-april:40|2026-may:20|2026-june:40|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Belfast,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,10,LOW,7,0.0146,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,10,LOW,5,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,10,HIGH,81,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Belfast,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,10,LOW,5,0.0000,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,7,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Belfast,Racket and team sport,Padel,padel near me,padel near me,padel near me,,110,LOW,9,0.1703,0.0000,0.0000,2025-august:70|2025-september:70|2025-october:110|2025-november:90|2025-december:90|2026-january:140|2026-february:140|2026-march:140|2026-april:140|2026-may:110|2026-june:110|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Belfast,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,20,MEDIUM,40,0.0000,0.2033,1.0180,2025-august:30|2025-september:10|2025-october:10|2025-november:20|2025-december:20|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,20,LOW,3,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:30|2026-february:10|2026-march:30|2026-april:30|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Belfast,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,MEDIUM,36,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,260,LOW,7,0.1725,0.3393,0.7511,2025-august:210|2025-september:210|2025-october:210|2025-november:260|2025-december:260|2026-january:260|2026-february:210|2026-march:260|2026-april:320|2026-may:320|2026-june:210|2026-july:260,generic_query_inside_local_geo_target,2026-09-03
Belfast,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,0.0000,0.3051,0.9292,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,MEDIUM,57,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Belfast,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,MEDIUM,33,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
