submitted_keyword,returned_keyword,grouped_submitted_keywords,close_variants,niche,niche_phrase,lane,city,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,geography_method,observed_at
tree surgeon Brighton,tree surgeon brighton,tree surgeon Brighton,tree surgeon Brighton,tree_surgeon,tree surgeon,planned_trade,Brighton,210,MEDIUM,59,3.7498,1.9517,8.8351,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Coventry,tree surgeon coventry,tree surgeon Coventry,tree surgeon Coventry,tree_surgeon,tree surgeon,planned_trade,Coventry,390,HIGH,78,2.9386,1.2844,3.9769,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Belfast,tree surgeon belfast,tree surgeon Belfast,tree surgeon Belfast,tree_surgeon,tree surgeon,planned_trade,Belfast,320,HIGH,67,1.1457,0.7791,1.6807,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Reading,tree surgeon reading,tree surgeon Reading,tree surgeon Reading,tree_surgeon,tree surgeon,planned_trade,Reading,320,MEDIUM,57,3.3575,2.2470,8.5913,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Oxford,tree surgeon oxford,tree surgeon Oxford,tree surgeon Oxford,tree_surgeon,tree surgeon,planned_trade,Oxford,210,HIGH,88,3.0875,2.3635,9.7648,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Cambridge,tree surgeon cambridge,tree surgeon Cambridge,tree surgeon Cambridge,tree_surgeon,tree surgeon,planned_trade,Cambridge,210,HIGH,90,2.4230,1.5120,5.9130,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Aberdeen,tree surgeon aberdeen,tree surgeon Aberdeen,tree surgeon Aberdeen,tree_surgeon,tree surgeon,planned_trade,Aberdeen,260,MEDIUM,57,2.1274,0.9873,6.2232,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Plymouth,tree surgeon plymouth,tree surgeon Plymouth,tree surgeon Plymouth,tree_surgeon,tree surgeon,planned_trade,Plymouth,210,MEDIUM,65,1.6353,1.2542,3.7127,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Exeter,tree surgeon exeter,tree surgeon Exeter,tree surgeon Exeter,tree_surgeon,tree surgeon,planned_trade,Exeter,320,LOW,26,2.0615,1.7479,3.4898,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Norwich,tree surgeon norwich,tree surgeon Norwich,tree surgeon Norwich,tree_surgeon,tree surgeon,planned_trade,Norwich,390,HIGH,77,2.4870,1.1929,5.6487,explicit_city_query_under_uk_target,2026-09-03
tree surgeon Swansea,tree surgeon swansea,tree surgeon Swansea,tree surgeon Swansea,tree_surgeon,tree surgeon,planned_trade,Swansea,170,HIGH,95,2.5623,0.8382,2.5445,explicit_city_query_under_uk_target,2026-09-03
tree surgeon York,tree surgeon york,tree surgeon York,tree surgeon York,tree_surgeon,tree surgeon,planned_trade,York,210,HIGH,70,1.6253,1.3890,3.5505,explicit_city_query_under_uk_target,2026-09-03
pest control London,pest control london,pest control London,pest control London,pest_control,pest control,urgent_trade,London,5400,HIGH,92,5.5045,3.5062,12.9156,explicit_city_query_under_uk_target,2026-09-03
pest control Birmingham,pest control birmingham,pest control Birmingham,pest control Birmingham,pest_control,pest control,urgent_trade,Birmingham,1600,HIGH,96,4.7715,2.3045,7.0304,explicit_city_query_under_uk_target,2026-09-03
pest control Manchester,pest control manchester,pest control Manchester,pest control Manchester,pest_control,pest control,urgent_trade,Manchester,1600,MEDIUM,62,3.7380,1.5308,5.5181,explicit_city_query_under_uk_target,2026-09-03
pest control Glasgow,pest control glasgow,pest control Glasgow,pest control Glasgow,pest_control,pest control,urgent_trade,Glasgow,1600,HIGH,75,3.2910,0.9871,4.5763,explicit_city_query_under_uk_target,2026-09-03
pest control Leeds,pest control leeds,pest control Leeds,pest control Leeds,pest_control,pest control,urgent_trade,Leeds,1000,HIGH,76,3.8093,1.7806,4.9384,explicit_city_query_under_uk_target,2026-09-03
pest control Liverpool,pest control liverpool,pest control Liverpool,pest control Liverpool,pest_control,pest control,urgent_trade,Liverpool,1300,HIGH,86,3.9663,1.6244,6.0731,explicit_city_query_under_uk_target,2026-09-03
pest control Bristol,pest control bristol,pest control Bristol,pest control Bristol,pest_control,pest control,urgent_trade,Bristol,880,HIGH,78,2.3834,1.8466,4.2626,explicit_city_query_under_uk_target,2026-09-03
pest control Sheffield,pest control sheffield,pest control Sheffield,pest control Sheffield,pest_control,pest control,urgent_trade,Sheffield,880,HIGH,78,2.6371,1.0597,3.5865,explicit_city_query_under_uk_target,2026-09-03
pest control Edinburgh,pest control edinburgh,pest control Edinburgh,pest control Edinburgh,pest_control,pest control,urgent_trade,Edinburgh,1300,HIGH,88,3.3662,1.1808,4.9712,explicit_city_query_under_uk_target,2026-09-03
pest control Cardiff,pest control cardiff,pest control Cardiff,pest control Cardiff,pest_control,pest control,urgent_trade,Cardiff,880,HIGH,73,2.6191,1.2798,4.4545,explicit_city_query_under_uk_target,2026-09-03
pest control Nottingham,pest control nottingham,pest control Nottingham,pest control Nottingham,pest_control,pest control,urgent_trade,Nottingham,1000,HIGH,72,3.5347,1.3033,4.6142,explicit_city_query_under_uk_target,2026-09-03
pest control Newcastle,pest control newcastle,pest control Newcastle,pest control Newcastle,pest_control,pest control,urgent_trade,Newcastle,720,HIGH,67,2.7065,1.3858,3.9695,explicit_city_query_under_uk_target,2026-09-03
pest control Leicester,pest control leicester,pest control Leicester,pest control Leicester,pest_control,pest control,urgent_trade,Leicester,1300,MEDIUM,43,3.0909,1.6672,4.7143,explicit_city_query_under_uk_target,2026-09-03
pest control Southampton,pest control southampton,pest control Southampton,pest control Southampton,pest_control,pest control,urgent_trade,Southampton,480,HIGH,88,3.3535,2.1728,5.8452,explicit_city_query_under_uk_target,2026-09-03
pest control Brighton,pest control brighton,pest control Brighton,pest control Brighton,pest_control,pest control,urgent_trade,Brighton,390,HIGH,82,3.9813,2.3907,6.1277,explicit_city_query_under_uk_target,2026-09-03
pest control Coventry,pest control coventry,pest control Coventry,pest control Coventry,pest_control,pest control,urgent_trade,Coventry,590,HIGH,90,3.3694,1.9743,4.9725,explicit_city_query_under_uk_target,2026-09-03
pest control Belfast,pest control belfast,pest control Belfast,pest control Belfast,pest_control,pest control,urgent_trade,Belfast,1900,MEDIUM,49,2.7560,0.6008,3.5449,explicit_city_query_under_uk_target,2026-09-03
pest control Reading,pest control reading,pest control Reading,pest control Reading,pest_control,pest control,urgent_trade,Reading,880,HIGH,90,3.2378,2.3298,5.4639,explicit_city_query_under_uk_target,2026-09-03
pest control Oxford,pest control oxford,pest control Oxford,pest control Oxford,pest_control,pest control,urgent_trade,Oxford,390,HIGH,84,2.7038,1.9728,5.1280,explicit_city_query_under_uk_target,2026-09-03
pest control Cambridge,pest control cambridge,pest control Cambridge,pest control Cambridge,pest_control,pest control,urgent_trade,Cambridge,390,HIGH,93,3.4047,2.4106,5.6848,explicit_city_query_under_uk_target,2026-09-03
pest control Aberdeen,pest control aberdeen,pest control Aberdeen,pest control Aberdeen,pest_control,pest control,urgent_trade,Aberdeen,590,MEDIUM,49,1.9633,0.6694,2.5176,explicit_city_query_under_uk_target,2026-09-03
pest control Plymouth,pest control plymouth,pest control Plymouth,pest control Plymouth,pest_control,pest control,urgent_trade,Plymouth,480,HIGH,80,2.8676,1.3413,3.0112,explicit_city_query_under_uk_target,2026-09-03
pest control Exeter,pest control exeter,pest control Exeter,pest control Exeter,pest_control,pest control,urgent_trade,Exeter,320,HIGH,71,2.9034,1.9552,4.7704,explicit_city_query_under_uk_target,2026-09-03
pest control Norwich,pest control norwich,pest control Norwich,pest control Norwich,pest_control,pest control,urgent_trade,Norwich,320,HIGH,84,2.4653,0.8380,3.9444,explicit_city_query_under_uk_target,2026-09-03
pest control Swansea,pest control swansea,pest control Swansea,pest control Swansea,pest_control,pest control,urgent_trade,Swansea,480,HIGH,78,2.5117,0.8401,3.4041,explicit_city_query_under_uk_target,2026-09-03
pest control York,pest control york,pest control York,pest control York,pest_control,pest control,urgent_trade,York,480,HIGH,74,2.4393,1.2251,3.9653,explicit_city_query_under_uk_target,2026-09-03
house clearance London,house clearance london,house clearance London,house clearance London,house_clearance,house clearance,planned_trade,London,1300,MEDIUM,47,6.2838,1.2356,6.2740,explicit_city_query_under_uk_target,2026-09-03
house clearance Birmingham,house clearance birmingham,house clearance Birmingham,house clearance Birmingham,house_clearance,house clearance,planned_trade,Birmingham,720,MEDIUM,60,7.0901,1.1732,5.6499,explicit_city_query_under_uk_target,2026-09-03
house clearance Manchester,house clearance manchester,house clearance Manchester,house clearance Manchester,house_clearance,house clearance,planned_trade,Manchester,480,MEDIUM,63,6.6339,2.1342,4.9194,explicit_city_query_under_uk_target,2026-09-03
house clearance Glasgow,house clearance glasgow,house clearance Glasgow,house clearance Glasgow,house_clearance,house clearance,planned_trade,Glasgow,590,HIGH,75,4.3764,1.0398,4.8624,explicit_city_query_under_uk_target,2026-09-03
house clearance Leeds,house clearance leeds,house clearance Leeds,house clearance Leeds,house_clearance,house clearance,planned_trade,Leeds,390,HIGH,73,3.0455,1.0638,3.2573,explicit_city_query_under_uk_target,2026-09-03
house clearance Liverpool,house clearance liverpool,house clearance Liverpool,house clearance Liverpool,house_clearance,house clearance,planned_trade,Liverpool,390,HIGH,68,5.1825,1.3004,4.2567,explicit_city_query_under_uk_target,2026-09-03
house clearance Bristol,house clearance bristol,house clearance Bristol,house clearance Bristol,house_clearance,house clearance,planned_trade,Bristol,480,MEDIUM,57,2.8623,0.8210,3.1547,explicit_city_query_under_uk_target,2026-09-03
house clearance Sheffield,house clearance sheffield,house clearance Sheffield,house clearance Sheffield,house_clearance,house clearance,planned_trade,Sheffield,720,MEDIUM,48,2.7178,0.8247,2.7136,explicit_city_query_under_uk_target,2026-09-03
house clearance Edinburgh,house clearance edinburgh,house clearance Edinburgh,house clearance Edinburgh,house_clearance,house clearance,planned_trade,Edinburgh,720,HIGH,69,4.2950,1.1326,3.9700,explicit_city_query_under_uk_target,2026-09-03
house clearance Cardiff,house clearance cardiff,house clearance Cardiff,house clearance Cardiff,house_clearance,house clearance,planned_trade,Cardiff,260,MEDIUM,65,1.8244,0.8885,2.0925,explicit_city_query_under_uk_target,2026-09-03
house clearance Nottingham,house clearance nottingham,house clearance Nottingham,house clearance Nottingham,house_clearance,house clearance,planned_trade,Nottingham,590,MEDIUM,60,3.7329,1.2241,3.5206,explicit_city_query_under_uk_target,2026-09-03
house clearance Newcastle,house clearance newcastle,house clearance Newcastle,house clearance Newcastle,house_clearance,house clearance,planned_trade,Newcastle,590,MEDIUM,58,5.1031,0.9852,4.4982,explicit_city_query_under_uk_target,2026-09-03
house clearance Leicester,house clearance leicester,house clearance Leicester,house clearance Leicester,house_clearance,house clearance,planned_trade,Leicester,390,MEDIUM,58,3.0280,1.0590,2.9976,explicit_city_query_under_uk_target,2026-09-03
house clearance Southampton,house clearance southampton,house clearance Southampton,house clearance Southampton,house_clearance,house clearance,planned_trade,Southampton,210,MEDIUM,56,3.9208,1.0717,4.9832,explicit_city_query_under_uk_target,2026-09-03
house clearance Brighton,house clearance brighton,house clearance Brighton,house clearance Brighton,house_clearance,house clearance,planned_trade,Brighton,210,MEDIUM,55,7.9121,1.3832,5.0497,explicit_city_query_under_uk_target,2026-09-03
house clearance Coventry,house clearance coventry,house clearance Coventry,house clearance Coventry,house_clearance,house clearance,planned_trade,Coventry,260,MEDIUM,52,3.8996,0.8371,3.8902,explicit_city_query_under_uk_target,2026-09-03
house clearance Belfast,house clearance belfast,house clearance Belfast,house clearance Belfast,house_clearance,house clearance,planned_trade,Belfast,170,MEDIUM,51,0.9598,0.4431,1.2627,explicit_city_query_under_uk_target,2026-09-03
house clearance Reading,house clearance reading,house clearance Reading,house clearance Reading,house_clearance,house clearance,planned_trade,Reading,320,MEDIUM,62,3.7404,1.1730,3.6190,explicit_city_query_under_uk_target,2026-09-03
house clearance Oxford,house clearance oxford,house clearance Oxford,house clearance Oxford,house_clearance,house clearance,planned_trade,Oxford,210,HIGH,72,6.9772,1.6478,7.1450,explicit_city_query_under_uk_target,2026-09-03
house clearance Cambridge,house clearance cambridge,house clearance Cambridge,house clearance Cambridge,house_clearance,house clearance,planned_trade,Cambridge,170,MEDIUM,47,7.2878,1.5086,6.7959,explicit_city_query_under_uk_target,2026-09-03
house clearance Aberdeen,house clearance aberdeen,house clearance Aberdeen,house clearance Aberdeen,house_clearance,house clearance,planned_trade,Aberdeen,170,MEDIUM,49,1.3101,0.4598,1.4991,explicit_city_query_under_uk_target,2026-09-03
house clearance Plymouth,house clearance plymouth,house clearance Plymouth,house clearance Plymouth,house_clearance,house clearance,planned_trade,Plymouth,260,MEDIUM,46,2.2884,0.6089,1.9218,explicit_city_query_under_uk_target,2026-09-03
house clearance Exeter,house clearance exeter,house clearance Exeter,house clearance Exeter,house_clearance,house clearance,planned_trade,Exeter,320,MEDIUM,54,3.3445,0.7901,2.4511,explicit_city_query_under_uk_target,2026-09-03
house clearance Norwich,house clearance norwich,house clearance Norwich,house clearance Norwich,house_clearance,house clearance,planned_trade,Norwich,260,MEDIUM,66,2.8631,0.9644,2.8392,explicit_city_query_under_uk_target,2026-09-03
house clearance Swansea,house clearance swansea,house clearance Swansea,house clearance Swansea,house_clearance,house clearance,planned_trade,Swansea,260,MEDIUM,45,1.4209,0.5231,1.2379,explicit_city_query_under_uk_target,2026-09-03
house clearance York,house clearance york,house clearance York,house clearance York,house_clearance,house clearance,planned_trade,York,320,LOW,29,2.6504,0.8128,2.9825,explicit_city_query_under_uk_target,2026-09-03
removal company London,removal company london,removal company London,removal company London,removal_company,removal company,planned_trade,London,1900,HIGH,80,9.3217,6.2066,15.2073,explicit_city_query_under_uk_target,2026-09-03
removal company Birmingham,removal company birmingham,removal company Birmingham,removal company Birmingham,removal_company,removal company,planned_trade,Birmingham,1600,MEDIUM,56,5.4561,3.6535,7.5562,explicit_city_query_under_uk_target,2026-09-03
removal company Manchester,removal company manchester,removal company Manchester,removal company Manchester,removal_company,removal company,planned_trade,Manchester,1000,HIGH,73,6.5977,6.1068,8.9379,explicit_city_query_under_uk_target,2026-09-03
removal company Glasgow,removal company glasgow,removal company Glasgow,removal company Glasgow,removal_company,removal company,planned_trade,Glasgow,1600,HIGH,75,6.1455,3.3148,7.5562,explicit_city_query_under_uk_target,2026-09-03
removal company Leeds,removal company leeds,removal company Leeds,removal company Leeds,removal_company,removal company,planned_trade,Leeds,1600,MEDIUM,63,7.4250,5.8579,8.9541,explicit_city_query_under_uk_target,2026-09-03
removal company Liverpool,removal company liverpool,removal company Liverpool,removal company Liverpool,removal_company,removal company,planned_trade,Liverpool,880,MEDIUM,61,6.5317,4.0430,7.5496,explicit_city_query_under_uk_target,2026-09-03
removal company Bristol,removal company bristol,removal company Bristol,removal company Bristol,removal_company,removal company,planned_trade,Bristol,1000,MEDIUM,63,9.5001,4.9513,11.1893,explicit_city_query_under_uk_target,2026-09-03
removal company Sheffield,removal company sheffield,removal company Sheffield,removal company Sheffield,removal_company,removal company,planned_trade,Sheffield,1600,HIGH,68,5.2515,3.2950,7.5476,explicit_city_query_under_uk_target,2026-09-03
removal company Edinburgh,removal company edinburgh,removal company Edinburgh,removal company Edinburgh,removal_company,removal company,planned_trade,Edinburgh,2900,MEDIUM,60,9.1377,4.4768,9.8929,explicit_city_query_under_uk_target,2026-09-03
removal company Cardiff,removal company cardiff,removal company Cardiff,removal company Cardiff,removal_company,removal company,planned_trade,Cardiff,720,HIGH,72,6.8570,4.0051,7.5638,explicit_city_query_under_uk_target,2026-09-03
removal company Nottingham,removal company nottingham,removal company Nottingham,removal company Nottingham,removal_company,removal company,planned_trade,Nottingham,2400,MEDIUM,59,5.7810,2.6164,7.5300,explicit_city_query_under_uk_target,2026-09-03
